*tech,year,sc_point_gid,capacity
upv_2,2010,9166,0.5
upv_1,2010,36731,9.0
upv_2,2010,37579,3.0
upv_4,2010,38386,1.0
upv_1,2010,38715,0.9
upv_4,2010,39153,0.9
upv_4,2010,39908,1.1
upv_2,2010,40242,2.3
upv_4,2010,40290,0.9
upv_4,2010,40292,2.0
upv_4,2010,40298,3.0
upv_4,2010,40670,1.0
upv_4,2010,41059,1.0
upv_4,2010,41430,0.9
upv_4,2010,41439,1.0
upv_2,2010,41763,2.2
upv_4,2010,42197,1.0
upv_4,2010,43337,0.9
upv_3,2010,43432,0.4
upv_4,2010,43456,1.5
upv_4,2010,43717,0.4
upv_4,2010,43834,1.9
upv_3,2010,44191,0.9
upv_4,2010,45619,1.0
upv_4,2010,47519,1.0
upv_4,2010,47902,0.5
upv_4,2010,48012,1.5
upv_4,2010,48283,0.5
upv_4,2010,49425,0.5
upv_4,2010,49806,0.5
upv_4,2010,51043,1.0
upv_4,2010,52183,6.7
upv_5,2010,53253,10.0
upv_2,2010,54271,0.5
upv_5,2010,54375,0.3
upv_5,2010,54376,0.3
upv_5,2010,54756,0.3
upv_5,2010,54757,0.3
upv_2,2010,55033,1.0
upv_2,2010,55790,0.5
upv_5,2010,56640,0.4
upv_4,2010,57399,0.4
upv_4,2010,57779,0.8
upv_5,2010,58179,0.9
upv_5,2010,58559,0.5
upv_5,2010,58939,0.5
upv_5,2010,59700,0.5
upv_5,2010,60080,0.5
upv_5,2010,60456,0.9
upv_5,2010,60492,3.0
upv_5,2010,61215,0.9
upv_5,2010,61972,0.9
upv_3,2010,62651,1.2
upv_5,2010,62736,0.5
upv_4,2010,63111,0.5
upv_5,2010,63120,0.9
upv_5,2010,63175,3.7
upv_5,2010,63512,21.0
upv_5,2010,63880,0.9
upv_5,2010,65432,0.1
upv_5,2010,65433,0.4
upv_5,2010,65812,0.1
upv_5,2010,70379,3.0
upv_4,2010,89232,25.0
upv_2,2011,9166,0.5
upv_1,2011,36731,9.0
upv_2,2011,37579,3.0
upv_4,2011,38386,1.0
upv_1,2011,38715,0.9
upv_4,2011,39153,0.9
upv_4,2011,39908,1.1
upv_2,2011,40242,2.3
upv_4,2011,40290,0.9
upv_4,2011,40292,2.0
upv_4,2011,40298,3.0
upv_4,2011,40670,1.0
upv_4,2011,41059,1.0
upv_4,2011,41430,0.9
upv_4,2011,41439,1.0
upv_2,2011,41763,2.2
upv_4,2011,42197,1.0
upv_4,2011,43337,0.9
upv_3,2011,43432,0.4
upv_4,2011,43456,1.5
upv_4,2011,43717,0.4
upv_4,2011,43834,1.9
upv_3,2011,44191,0.9
upv_4,2011,45619,1.0
upv_4,2011,47519,1.0
upv_4,2011,47902,0.5
upv_4,2011,48012,1.5
upv_4,2011,48283,0.5
upv_4,2011,49425,0.5
upv_4,2011,49806,0.5
upv_4,2011,51043,1.0
upv_4,2011,52183,6.7
upv_5,2011,53253,10.0
upv_2,2011,54271,0.5
upv_5,2011,54375,0.3
upv_5,2011,54376,0.3
upv_5,2011,54756,0.3
upv_5,2011,54757,0.3
upv_2,2011,55033,1.0
upv_2,2011,55790,0.5
upv_5,2011,56640,0.4
upv_4,2011,57399,0.4
upv_4,2011,57779,0.8
upv_5,2011,58179,0.9
upv_5,2011,58559,0.5
upv_5,2011,58939,0.5
upv_5,2011,59700,0.5
upv_5,2011,60080,0.5
upv_5,2011,60456,0.9
upv_5,2011,60492,3.0
upv_5,2011,61215,0.9
upv_5,2011,61972,0.9
upv_3,2011,62651,1.2
upv_5,2011,62736,0.5
upv_4,2011,63111,0.5
upv_5,2011,63120,0.9
upv_5,2011,63175,3.7
upv_5,2011,63512,21.0
