region,year,capacity
p04017,2010,65.1
p06089,2010,101.2
p06099,2010,1.0
p06113,2010,36.8
p08063,2010,51.0
p16019,2010,124.5
p16039,2010,22.5
p16047,2010,16.8
p16073,2010,21.0
p16083,2010,21.0
p17063,2010,142.471
p17099,2010,57.529
p17105,2010,300.001
p18135,2010,1.0
p18181,2010,311.5
p19001,2010,1.5
p19077,2010,1.5
p19143,2010,2.0
p19169,2010,1.5
p19171,2010,1.5
p20083,2010,48.0
p20097,2010,12.5
p23007,2010,66.0
p23029,2010,25.5
p24023,2010,70.0
p25001,2010,1.7
p25027,2010,3.0
p27051,2010,20.0
p27073,2010,0.8
p27091,2010,148.8
p27105,2010,200.0
p29063,2010,150.0
p31147,2010,60.0
p35006,2010,102.4
p38003,2010,62.4
p38011,2010,19.5
p38015,2010,102.4
p38059,2010,36.8
p40051,2010,99.2
p40129,2010,99.2
p40153,2010,151.8
p41021,2010,98.7
p41055,2010,170.0
p41059,2010,66.101
p46037,2010,99.0
p46039,2010,210.0
p48233,2010,20.0
p48261,2010,201.6
p48303,2010,7.5
p48409,2010,200.1
p48479,2010,150.0
p49045,2010,1.5
p53027,2010,6.0
p53037,2010,190.699
p53039,2010,50.0
p54025,2010,100.5
p55009,2010,20.0
p56007,2010,111.0
p56009,2010,200.0
p04015,2011,10.0
p06001,2011,16.162
p06013,2011,62.038
p06029,2011,170.891
p06031,2011,1.6
p06037,2011,31.566
p06055,2011,1.5
p06059,2011,7.46
p06065,2011,49.5
p06071,2011,0.267
p06073,2011,1.0
p06077,2011,2.0
p06083,2011,94.272
p06095,2011,102.499
p06111,2011,415.541
p08039,2011,128.52
p08073,2011,123.48
p08123,2011,248.3
p16031,2011,52.8
p16039,2011,22.4
p16047,2011,22.5
p16073,2011,10.5
p16077,2011,124.2
p16083,2011,34.5
p17009,2011,1.5
p17011,2011,239.4
p17053,2011,150.4
p17075,2011,150.4
p17113,2011,150.0
p19003,2011,63.532
p19029,2011,380.368
p19047,2011,100.0
p19055,2011,40.8
p19087,2011,1.5
p19127,2011,119.6
p19131,2011,1.5
p19143,2011,2.0
p19151,2011,31.9
p19191,2011,1.6
p19195,2011,3.2
p20015,2011,22.307
p20049,2011,170.465
p20073,2011,7.228
p23017,2011,20.0
p23019,2011,60.0
p24023,2011,50.0
p25001,2011,1.5
p25003,2011,15.0
p25009,2011,1.6
p25017,2011,1.5
p25023,2011,1.5
p26057,2011,54.737
p26111,2011,47.263
p26151,2011,90.0
p27037,2011,2.5
p27047,2011,201.3
p27063,2011,205.5
p27067,2011,20.0
p27073,2011,0.8
p27093,2011,20.0
p27101,2011,25.3
p27117,2011,29.7
p27127,2011,0.1
p27133,2011,9.9
p27147,2011,44.0
p27169,2011,5.3
p27173,2011,0.3
p31011,2011,120.4
p31103,2011,3.0
p35029,2011,50.4
p36043,2011,74.0
p36101,2011,51.3
p39161,2011,401.0
p40015,2011,99.8
p40043,2011,130.0
p40051,2011,100.8
p41001,2011,3.0
p41021,2011,199.2
p42013,2011,15.26
p42021,2011,22.74
p42071,2011,3.2
p46003,2011,1.6
p46015,2011,159.3
p46073,2011,11.1
p48009,2011,71.447
p48107,2011,10.0
p48205,2011,4.2
p48359,2011,78.2
p48371,2011,132.0
p48503,2011,126.553
p49027,2011,102.0
p50019,2011,40.0
p53039,2011,198.8
p54001,2011,58.928
p54027,2011,1.261
p54057,2011,52.439
p54083,2011,38.672
p55021,2011,162.0
p04005,2012,99.2
p06013,2012,127.359
p06025,2012,265.4
p06029,2012,629.225
p06037,2012,32.124
p06065,2012,60.383
p06067,2012,84.297
p06071,2012,3.11
p06073,2012,6.503
p06079,2012,0.486
p06083,2012,225.162
p06095,2012,97.045
p06111,2012,422.404
p06113,2012,1.0
p08055,2012,14.5
p08073,2012,400.0
p08075,2012,71.0
p08101,2012,14.5
p16019,2012,115.8
p16039,2012,177.9
p17073,2012,281.0
p17103,2012,109.5
p17105,2012,46.753
p17123,2012,0.146
p17183,2012,200.0
p17203,2012,145.401
p18095,2012,200.0
p19001,2012,6.4
p19009,2012,200.1
p19015,2012,5.5
p19023,2012,0.9
p19029,2012,1.6
p19031,2012,5.9
p19037,2012,3.4
p19065,2012,30.6
p19069,2012,99.0
p19073,2012,52.5
p19077,2012,101.2
p19113,2012,0.7
p19127,2012,105.6
p19151,2012,83.2
p19175,2012,1.6
p20057,2012,540.4
p20069,2012,131.0
p20077,2012,235.2
p20095,2012,235.2
p20097,2012,104.0
p20105,2012,201.0
p23009,2012,34.5
p23017,2012,50.6
p25003,2012,9.23
p25005,2012,3.0
p25009,2012,6.0
p25011,2012,3.888
p25023,2012,5.0
p26011,2012,14.0
p26041,2012,28.0
p26057,2012,192.0
p26063,2012,123.4
p26105,2012,100.8
p26151,2012,32.0
p26157,2012,120.0
p27043,2012,36.0
p27105,2012,30.0
p27117,2012,166.381
p27133,2012,33.619
p30013,2012,40.0
p30037,2012,10.0
p30059,2012,9.6
p30101,2012,184.6
p30107,2012,10.0
p31027,2012,7.96
p31041,2012,79.9
p31107,2012,32.04
p32033,2012,150.0
p33007,2012,99.0
p33009,2012,48.0
p34025,2012,0.003
p34039,2012,0.097
p35025,2012,27.3
p36003,2012,4.1
p36019,2012,215.3
p36029,2012,15.0
p38059,2012,105.0
p38065,2012,150.0
p39085,2012,1.0
p40011,2012,96.384
p40017,2012,298.116
p40043,2012,227.5
p40047,2012,235.2
p40053,2012,59.8
p40129,2012,132.0
p40139,2012,120.0
p40149,2012,148.8
p41021,2012,845.0
p42021,2012,105.0
p42033,2012,48.2
p42051,2012,24.835
p42081,2012,69.0
p42111,2012,152.524
p42131,2012,140.8
p44009,2012,1.5
p48009,2012,161.0
p48061,2012,401.6
p48065,2012,79.6
p48237,2012,150.0
p48271,2012,99.8
p48305,2012,61.2
p48355,2012,9.0
p48359,2012,161.0
p48421,2012,20.0
p48433,2012,30.0
p48479,2012,91.2
p48487,2012,135.4
p48489,2012,203.0
p50003,2012,15.382
p50007,2012,10.0
p50019,2012,65.0
p53013,2012,21.357
p53023,2012,321.343
p53037,2012,4.3
p53075,2012,105.3
p54077,2012,12.442
p55081,2012,2.4
p55123,2012,2.4
p08055,2013,8.0
p08075,2013,25.1
p19127,2013,44.6
p20067,2013,56.785
p20081,2013,193.015
p26063,2013,74.8
p26157,2013,100.3
p31095,2013,74.8
p36121,2013,94.4
p39091,2013,3.4
p48281,2013,3.326
p48333,2013,146.674
p06029,2014,136.705
p06031,2014,1.8
p06053,2014,1.0
p06069,2014,1.0
p06071,2014,2.6
p06083,2014,2.017
p06111,2014,86.678
p08073,2014,200.6
p08075,2014,62.6
p18135,2014,200.0
p19075,2014,140.8
p19121,2014,119.6
p19187,2014,251.0
p23007,2014,8.5
p24023,2014,40.0
p26057,2014,50.4
p26063,2014,137.2
p26157,2014,180.6
p27027,2014,50.0
p30099,2014,10.0
p30107,2014,9.7
p31011,2014,200.6
p31031,2014,1.9
p31041,2014,73.1
p35005,2014,15.0
p35009,2014,19.8
p36101,2014,16.2
p40011,2014,16.011
p40043,2014,480.589
p40099,2014,150.0
p46025,2014,19.5
p48009,2014,67.431
p48065,2014,610.9
p48077,2014,0.169
p48211,2014,288.6
p48261,2014,188.0
p48303,2014,2.5
p48305,2014,211.0
p48357,2014,249.9
p48359,2014,161.0
p48381,2014,200.0
p53013,2014,266.8
p04003,2015,30.0
p06001,2015,42.473
p06029,2015,68.113
p06031,2015,13.587
p06059,2015,6.196
p06065,2015,13.604
p06077,2015,43.426
p06083,2015,31.349
p06107,2015,67.651
p08041,2015,250.0
