region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,dist_to_coast
s1,13,13439,397.119,1213079.191,19.262,54825.58
s1,13,13440,397.119,1044893.425,19.262,44646.324
s1,13,13441,286.802,957274.903,19.262,35926.07
s1,13,13916,397.119,1265602.491,19.262,61467.293
s1,13,13917,397.119,1220036.191,19.262,51619.33
s1,13,13918,397.119,1080243.375,19.262,41573.34
s1,13,13919,168.984,973512.051,19.262,34437.53
s1,13,14393,397.119,1313335.791,19.262,67685.32
s1,13,14394,397.119,1185803.841,19.262,57560.562
s1,13,14395,397.119,1101492.141,19.262,47585.57
s1,13,14396,387.194,923992.642,19.262,37961.18
s1,13,14397,39.843,1248965.812,19.262,33131.332
s1,13,14871,397.119,1273476.247,5.5,65526.965
s1,13,14872,397.119,1163645.597,5.5,55021.395
s1,13,14873,397.119,1082802.197,5.5,44570.137
s1,13,14874,277.732,945135.713,5.5,35806.227
s1,13,15349,363.807,1349657.139,29.181,64759.062
s1,13,15350,397.119,1143253.664,5.5,54453.914
s1,13,15351,397.119,962936.68,5.5,43867.707
s1,13,15352,240.542,888460.687,5.5,35387.59
s1,13,15826,397.119,1394587.1,29.181,75100.44
s1,13,15827,305.996,1280857.851,29.181,65438.29
s1,13,15828,344.043,1106152.911,29.181,55118.13
s1,13,15829,319.002,1008029.087,29.181,45125.668
s1,13,15830,255.03,961922.872,29.181,36110.44
s10,13,16304,371.993,1369942.138,29.181,71898.55
s10,13,16305,397.119,1220522.734,29.181,61890.984
s10,13,16306,369.939,1065095.78,29.181,51630.3
s10,13,16307,395.779,958795.321,29.181,41751.344
s10,13,16308,203.722,990744.561,29.181,34742.56
s10,13,16782,266.895,1422862.74,29.181,69267.4
s10,13,16783,396.805,1199871.062,29.181,59501.574
s10,13,16784,397.119,1026667.55,29.181,49313.176
s10,13,16785,397.119,935986.4,29.181,38959.316
s10,13,16786,59.066,1422184.08,29.181,33043.367
s10,13,17260,238.773,1383937.652,25.747,67083.445
s10,13,17261,210.139,1186982.863,25.747,55897.54
s10,13,17262,314.638,1018115.187,25.747,46155.56
s10,13,17263,288.941,958303.969,29.181,36898.77
s10,13,17736,397.119,1442130.863,25.747,85053.8
s10,13,17738,396.264,1308940.84,25.747,64819.94
s10,13,17739,314.267,1125541.466,25.747,54611.812
s10,13,17740,228.05,1049659.152,25.747,43921.13
s10,13,17741,158.46,1033927.151,25.747,35361.44
s191,12,17987,80.884,7779585.328,210.927,33935.66
s191,12,17988,98.253,6589244.644,210.927,39348.113
s10,13,18216,367.829,1242501.466,25.747,61586.79
s10,13,18217,396.863,1090305.139,25.747,51631.348
s10,13,18218,397.119,985279.913,25.747,41810.1
s10,13,18219,174.089,1012597.464,25.747,34736.418
s191,12,18465,240.741,3069063.432,210.104,35244.184
s191,12,18466,397.005,2245390.857,210.104,43056.78
s191,12,18467,284.463,2843822.855,210.104,52892.387
s191,12,18468,75.864,8057274.604,210.104,61455.008
s10,13,18693,189.262,1380617.494,21.579,66508.8
s10,13,18694,310.702,1163993.64,21.579,56900.223
s10,13,18695,309.847,1097761.044,25.747,47486.223
s10,13,18696,310.388,990988.39,25.747,38085.145
s10,13,18697,38.16,1689318.957,25.747,33161.77
s191,12,18942,82.624,7312155.495,210.104,33808.09
s191,12,18943,389.704,2242589.622,210.104,38373.62
s191,12,18944,397.119,2273839.036,210.104,47323.008
s191,12,18945,397.119,1201766.537,77.254,54091.5
s191,12,18946,394.666,1216988.468,77.254,56789.36
s191,12,18947,259.251,1336690.14,77.254,58036.88
s191,12,18948,55.615,2599534.308,77.254,59280.633
s10,13,19171,274.538,1265226.564,21.579,63003.766
s10,13,19172,192.485,1170372.52,21.579,52367.637
s10,13,19173,368.456,1020351.959,21.579,43160.504
s10,13,19174,241.996,985767.378,21.579,35611.41
s191,12,19420,309.248,2580476.614,210.104,35958.23
s191,12,19421,397.119,2240590.369,210.104,42704.88
s191,12,19422,397.119,1109065.757,67.347,45256.2
s191,12,19423,397.119,1139393.704,77.254,45064.305
s191,12,19424,397.119,1144743.07,77.254,46496.78
s191,12,19425,397.119,1151145.937,77.254,49977.29
s191,12,19426,389.076,1183676.345,77.254,54581.45
s191,12,19427,232.898,1382259.279,77.254,58622.69
s191,12,19428,37.932,3395738.856,77.254,62387.42
s10,13,19648,312.1,1340301.29,21.579,70948.74
s10,13,19649,323.194,1212263.802,21.579,60406.566
s10,13,19650,215.815,1142557.341,21.579,50405.73
s10,13,19651,239.173,1026287.047,21.579,38680.98
s10,13,19652,50.453,1413473.69,21.579,33134.51
s191,12,19896,20.25,15744401.693,189.196,32941.86
s191,12,19897,280.071,1913901.618,189.196,35127.574
s191,12,19898,397.034,1164545.281,61.228,37325.562
s191,12,19899,343.643,1083713.98,62.014,36705.43
s191,12,19900,297.925,1107723.519,67.347,36158.53
s191,12,19901,284.549,1159333.629,77.254,35978.527
s191,12,19902,356.763,1095859.486,77.254,36871.992
s191,12,19903,397.119,1081206.437,77.254,40332.152
s191,12,19904,397.119,1126497.237,77.254,45822.797
s191,12,19905,397.119,1192589.654,77.254,52654.25
s191,12,19906,379.807,1256868.016,77.254,60259.168
s191,12,19907,227.736,1442646.065,77.254,64339.887
s191,12,19908,42.438,3126736.647,77.254,58259.953
s13,13,20125,309.447,1543387.544,50.688,76127.31
s13,13,20126,309.989,1404916.327,50.688,66897.13
s13,13,20127,295.672,1175943.269,21.579,57311.566
s10,13,20128,363.665,1058844.791,21.579,47723.2
s10,13,20129,250.324,1017602.607,21.579,38170.445
s191,12,20374,304.314,1223786.811,61.228,34399.188
s191,12,20375,194.481,1457951.138,61.228,34523.035
s191,12,20376,53.191,3132813.446,61.228,33107.34
s191,12,20381,151.986,1399577.544,77.254,34233.723
s191,12,20382,381.319,1083509.028,77.254,37926.45
s191,12,20383,397.119,1154283.87,77.254,45652.74
s191,12,20384,397.119,1217617.437,77.254,54533.188
s191,12,20385,397.119,1265762.304,77.254,62659.887
s191,12,20386,384.542,1232311.835,77.254,57030.383
s191,12,20387,220.093,1343551.83,77.254,48587.086
s191,12,20388,25.526,4414488.131,77.254,42492.63
s13,13,20603,397.119,1433826.207,50.688,72645.17
s13,13,20604,397.119,1314240.457,50.688,62648.61
s13,13,20605,397.119,1188970.557,50.688,52667.652
s13,13,20606,334.83,1145977.902,50.688,42894.67
s10,13,20607,202.98,1216080.914,50.688,35374.02
s125,13,20845,104.927,2094884.885,91.583,33543.527
s191,13,20850,88.499,4242145.273,170.063,33716.793
s191,12,20851,255.971,1149110.422,42.741,33868.61
s191,12,20852,72.299,2519973.739,61.228,33623.164
s191,12,20860,144.913,1450793.733,77.254,34153.09
s191,12,20861,397.119,1120496.304,77.254,40235.43
s191,12,20862,397.119,1192416.104,77.254,50041.6
s191,12,20863,397.119,1253654.97,77.254,60063.64
s191,12,20864,397.119,1249661.404,77.254,60913.293
s191,12,20865,397.119,1181400.537,77.254,51822.523
s191,12,20866,366.973,1138586.983,77.254,43705.414
s191,12,20867,187.208,1686598.63,81.494,38459.29
s13,13,21080,397.119,1401163.082,23.104,77195.75
s13,13,21081,397.119,1271978.365,23.104,67845.55
s13,13,21082,397.119,1188366.532,23.104,58666.934
s13,13,21083,397.119,1170948.407,50.688,49131.387
s13,13,21084,397.119,1085845.99,50.688,39203.016
s13,13,21085,79.287,1728860.85,50.688,33368.742
s125,13,21321,49.54,2573083.135,63.913,33301.99
s125,13,21322,283.779,1301355.689,91.583,35576.22
s125,13,21323,397.119,1194098.851,91.583,38915.668
s191,13,21324,326.046,1725950.506,168.175,36269.633
s191,13,21325,174.374,2487049.56,168.175,34497.965
s191,13,21326,159.144,2724583.499,170.063,34308.117
s191,13,21327,266.467,1965033.188,170.063,35540.83
s191,13,21328,351.829,1106138.592,29.727,35362.844
s191,13,21329,31.829,3445070.787,42.741,33161.805
s191,12,21339,374.189,1111070.657,77.254,37214.69
s191,12,21340,397.119,1174480.037,77.254,47299.887
s191,12,21341,397.119,1241429.92,77.254,57771.133
s191,12,21342,397.119,1271760.804,77.254,64818.992
s191,12,21343,397.119,1221012.354,77.254,58233.336
s191,12,21344,397.119,1287857.276,57.318,50771.414
s191,12,21345,397.119,1222064.393,57.318,44606.29
s191,12,21346,359.358,1314292.702,81.494,40796.023
s211,12,21347,153.954,1892239.099,81.494,41259.613
s13,13,21559,397.119,1191862.215,23.104,63089.64
s13,13,21560,397.119,1095805.432,23.104,53472.543
s13,13,21561,397.119,1040405.299,23.104,44190.02
s13,13,21562,318.089,992804.218,23.104,36094.59
s125,13,21797,69.761,2054535.368,63.913,33394.926
s125,13,21798,252.72,1164016.101,63.913,35364.09
s125,13,21799,391.301,1063487.594,63.913,38072.715
s125,13,21800,397.119,1219233.517,91.583,42970.355
s125,13,21801,397.119,1259455.351,91.583,47814.06
s191,13,21802,397.119,1631073.437,168.175,44838.887
s191,13,21803,397.119,1606998.337,168.175,41958.324
s191,13,21804,397.119,1059996.201,19.035,40560.316
s191,13,21805,373.732,1096105.144,29.727,37160.24
s191,13,21806,108.891,1711280.757,29.727,34175.35
s191,12,21817,331.465,1198116.784,78.287,36603.586
s191,12,21818,397.119,1219372.698,78.287,46317.47
s191,12,21819,397.119,1292784.348,78.287,56918.254
s191,12,21820,397.119,1337366.115,78.287,67066.76
s191,12,21821,397.119,1382189.693,57.318,65735.17
s191,12,21822,397.119,1345266.659,57.318,59226.1
s191,12,21823,397.119,1292227.243,57.318,54018.945
s191,12,21824,397.119,1319304.356,81.494,50483.938
s211,3,21825,397.119,1281699.739,81.494,49015.754
s211,3,21826,341.019,1340818.666,81.494,49662.934
s211,3,21827,120.413,2410158.778,94.256,52912.35
s13,13,22035,397.119,1426474.182,23.104,79360.82
s13,13,22036,397.119,1300290.915,23.104,69307.55
s13,13,22037,397.119,1158811.349,23.104,59222.527
s13,13,22038,397.119,1067287.315,23.104,49215.88
s13,13,22039,397.119,979113.915,23.104,39383.867
s13,13,22040,98.196,1184811.945,23.104,33701.21
s125,13,22273,25.611,3296083.407,20.6,33065.125
s125,13,22274,259.052,1053648.738,20.6,35158.52
s125,13,22275,396.948,995077.71,35.071,38141.72
s125,13,22276,397.119,1088825.557,63.913,42486.625
s125,13,22277,397.119,1127150.84,63.913,47301.023
s125,13,22278,397.119,1165569.373,63.913,52150.49
s125,13,22279,397.119,1161245.038,23.778,55353.88
s191,13,22280,397.119,1176115.634,27.158,51162.605
s191,13,22281,397.119,1128305.084,27.158,44826.996
s191,13,22282,379.151,1048013.835,19.035,37738.12
s191,13,22283,92.977,1647012.897,19.035,33904.418
s191,12,22294,20.848,6202898.617,78.287,32884.176
s191,12,22295,382.146,1136285.93,78.287,37558.055
s191,12,22296,397.119,1209958.681,78.287,47569.566
s191,12,22297,397.119,1293801.281,78.287,57941.758
s191,12,22298,397.119,1344058.774,38.94,68390.08
s191,12,22299,397.119,1427495.843,57.318,72634.08
s191,12,22300,397.119,1394326.659,57.318,67180.016
s191,12,22301,397.119,1354030.993,57.318,62758.004
s191,12,22302,397.119,1399820.472,81.494,59855.547
s211,3,22303,397.119,1347993.456,81.494,58286.277
s211,12,22304,397.119,1350307.956,81.494,57418.016
s211,3,22305,396.349,1350222.522,81.494,57582.895
s211,12,22306,313.269,1533824.478,94.256,55581.715
s211,12,22307,92.207,2890240.83,94.256,49341.16
s13,13,22513,397.119,1297580.182,5.5,76158.43
s13,13,22514,397.119,1260043.432,23.104,65936.05
s13,13,22515,397.119,1110034.382,23.104,55845.707
s13,13,22516,376.727,1031444.5,23.104,46141.418
s13,13,22517,236.663,984993.205,23.104,36314.45
s129,13,22751,140.235,3256169.926,95.861,33404.5
s129,13,22752,173.348,2796075.063,95.861,34472.57
s129,13,22753,259.023,2148794.017,95.861,35482.582
s129,13,22754,393.355,1720874.462,95.861,38761.67
s191,13,22755,397.119,1767997.204,95.861,45684.996
s191,13,22756,397.119,1216539.327,42.14,53494.836
s191,13,22757,397.119,1135512.288,23.778,51068.17
s191,13,22758,397.119,1086488.005,23.778,43965.406
s191,13,22759,390.816,1082967.933,27.158,37819.324
s191,13,22760,99.793,1740722.363,27.158,33889.723
s191,12,22772,245.362,1269788.819,78.287,35032.055
s191,3,22773,397.119,1104166.648,78.287,41679.242
s191,12,22774,397.119,1211369.074,38.94,51048.824
s191,12,22775,397.119,1302208.908,38.94,60779.89
s191,12,22776,397.119,1343293.458,38.94,69236.516
s191,12,22777,397.119,1399920.093,57.318,67671.266
s191,12,22778,397.119,1358604.326,57.318,61836.844
s191,12,22779,397.119,1327523.326,57.318,57338.047
s191,12,22780,397.119,1308760.976,57.318,54436.04
s211,12,22781,397.119,1350741.472,81.494,52416.207
s211,3,22782,397.119,1294310.172,81.494,49988.027
s211,12,22783,397.119,1317426.772,81.494,49338.586
s211,12,22784,397.119,1361880.474,94.256,47345.18
s211,12,22785,397.119,1326929.54,94.256,42139.3
s211,12,22786,274.709,1490460.865,94.256,36950.566
s13,13,22990,395.522,1391278.448,5.5,82760.94
s13,13,22991,397.119,1316593.065,5.5,72831.03
s13,13,22992,397.119,1173414.148,5.5,62950.13
s13,13,22993,397.119,1030650.982,5.5,52927.742
s13,13,22994,303.544,953377.426,5.5,43242.652
s13,13,22995,209.397,981511.511,23.104,34924.766
s129,13,23232,131.365,3443549.421,95.861,34108.33
s191,13,23233,396.378,1724924.405,95.861,39174.863
s191,13,23234,397.119,1168378.711,42.14,46011.42
s191,13,23235,397.119,1111035.653,12.072,43726.402
s191,13,23236,349.804,1057679.647,23.778,36773.69
s191,13,23237,72.1,1866088.253,23.778,33569.934
s191,12,23249,162.995,1644182.286,55.652,33627.855
s191,12,23250,385.568,1120792.091,38.94,36936.734
s191,12,23251,397.119,1153727.624,38.94,43240.383
s191,12,23252,397.119,1214655.558,38.94,50620.27
s191,12,23253,397.119,1275547.424,38.94,58361.906
s191,12,23254,397.119,1372119.258,28.428,61766.207
s191,12,23255,397.119,1353079.726,57.318,58959.766
s191,12,23256,397.119,1307994.626,57.318,52860.02
s191,12,23257,397.119,1270825.759,57.318,47554.75
s191,12,23258,397.119,1239470.559,57.318,44062.926
s191,12,23259,397.119,1283711.939,81.494,42202.227
s211,12,23260,397.119,1251709.639,81.494,39528.902
s211,12,23261,397.119,1251283.189,81.494,38745.21
s211,12,23262,396.064,1214299.693,79.219,37899.53
s211,12,23263,230.303,1607225.101,94.256,35016.25
s211,12,23264,38.274,5551234.667,94.256,33089.188
s13,13,23468,266.153,1461716.856,12.636,78809.04
s13,13,23469,397.119,1242520.582,5.5,69247.02
s13,13,23470,397.119,1088161.882,5.5,59245.98
s13,13,23471,296.984,1017719.023,5.5,49204.02
s13,13,23472,367.943,898717.506,5.5,38969.74
s13,13,23473,90.952,983252.313,5.5,33641.293
s191,13,23711,297.212,1173559.506,42.14,35575.293
s191,13,23712,361.155,1129088.078,42.14,36941.543
s191,13,23713,297.839,1125679.899,12.072,36039.23
s191,13,23714,78.431,1913066.651,12.072,33742.72
s191,12,23728,56.157,2813758.183,38.94,33445.207
s191,12,23729,339.879,1157800.337,38.94,36491.33
s191,12,23730,397.119,1161450.291,38.94,43398.527
s191,12,23731,397.119,1225601.408,38.94,51462.793
s191,12,23732,397.119,1310672.542,28.428,51620.715
s191,12,23733,397.119,1311246.175,28.428,49410.785
s191,12,23734,397.119,1235067.143,57.318,44566.797
s191,12,23735,389.447,1181935.031,57.318,38312.996
s191,12,23736,264.014,1352553.265,57.318,35597.855
s191,12,23737,188.406,1672343.901,81.494,34668.383
s211,12,23738,82.652,2733414.055,81.494,33353.71
s211,12,23739,47.601,4153608.41,81.494,32825.84
s211,12,23740,30.203,5689677.601,79.219,32671.154
s13,13,23946,346.353,1384755.164,12.636,74805.53
s13,13,23947,301.718,1256082.969,12.636,65062.215
s13,13,23948,308.478,1128073.431,12.636,55380.676
s13,13,23949,371.679,984007.711,12.636,45404.336
s13,13,23950,341.219,866765.657,5.5,36575.543
s191,13,24189,35.052,3749823.507,42.14,32837.332
s191,12,24207,49.34,3097461.982,38.94,33397.566
s191,12,24208,375.301,1135363.169,38.94,37534.05
s191,12,24209,397.119,1172557.808,38.94,43925.92
s191,12,24210,397.119,1239629.442,28.428,41603.3
s191,12,24211,397.119,1234902.508,28.428,38993.438
s191,12,24212,375.187,1192151.566,57.318,36989.656
s191,3,24213,85.476,2345346.677,57.318,33758.2
s13,13,24424,397.119,1321828.709,12.636,71070.64
s13,13,24425,396.435,1158430.098,12.636,60934.137
s13,13,24426,397.119,1026237.076,12.636,50876.754
s13,13,24427,397.119,935784.209,12.636,41051.742
s13,13,24428,174.46,997991.218,12.636,34507.71
s191,12,24686,167.016,1133183.539,10.256,34625.566
s191,12,24687,268.777,1085602.759,26.364,35765.96
s191,12,24688,188.036,1581995.674,28.428,34634.51
s191,12,24689,59.237,3227831.756,28.428,33036.17
s191,3,24690,24.984,6515616.284,28.428,32688.795
s356,11,24826,22.389,8684991.764,74.132,32787.36
s356,11,24827,17.569,10842784.364,74.132,33345.51
s13,13,24902,397.119,1262012.743,12.636,67667.875
s13,13,24903,397.119,1056478.926,12.636,57701.9
s13,13,24904,397.119,982591.776,12.636,47646.86
s13,13,24905,386.453,910217.067,12.636,37672.566
s13,13,24906,20.791,2485601.946,12.636,32766.672
s356,11,25304,160.713,1917159.039,74.132,34207.496
s356,11,25305,16.97,11220381.047,74.132,35799.17
s13,13,25380,397.119,1142592.713,8.871,63745.676
s13,13,25381,397.119,1023208.376,12.636,53875.72
s13,13,25382,397.119,958570.426,12.636,44021.83
s13,13,25383,276.249,936249.486,12.636,35731.844
s356,11,25781,158.602,1938760.011,74.132,34278.375
s356,11,25782,358.56,1339014.298,74.132,38037.047
s15,13,25857,397.119,1336829.646,8.871,69816.51
s15,13,25858,397.119,1079700.046,8.871,59933.676
s13,13,25859,397.119,958381.663,8.871,50033.2
s13,13,25860,393.697,895310.604,8.871,40133.11
s13,13,25861,119.529,962927.287,8.871,33878.688
s356,11,26257,53.704,4199712.685,70.908,33453.34
s356,11,26258,364.435,1315421.177,74.132,36674.664
s356,11,26259,397.119,1316571.206,74.132,40584.45
s356,11,26260,397.119,1342441.873,74.132,45941.75
s15,13,26335,397.119,1268875.351,7.778,65755.445
s15,13,26336,397.119,1036299.529,8.871,56018.074
s15,13,26337,397.119,942866.613,8.871,46172.113
s15,13,26338,356.563,884214.986,8.871,36858.234
s356,11,26734,42.496,7141130.31,70.87,33290.81
s356,11,26735,319.401,1658728.965,70.87,36105.883
s356,11,26736,397.119,1341874.456,70.908,43282.418
s356,11,26737,397.119,1383907.24,74.132,50202.15
s356,10,26738,396.977,1407380.805,74.132,54846.566
s356,10,26739,48.884,4604588.156,74.132,59464.008
s15,12,26813,377.725,1259680.948,7.778,60943.21
s15,12,26814,397.119,1051451.168,7.778,51601.305
s15,13,26815,363.037,965654.417,7.778,42479.63
s15,13,26816,130.938,983091.599,8.871,34921.652
s356,11,27212,199.9,2160765.595,70.87,34807.625
s356,11,27213,295.615,1782713.582,70.87,42645.363
s356,11,27214,397.119,1614682.07,70.87,49995.336
s356,11,27215,397.119,1668567.353,70.87,58009.05
s356,10,27216,397.119,1469566.723,74.132,64230.82
s356,10,27217,66.31,3701895.647,74.132,66999.54
s15,12,27291,329.725,1239801.819,7.778,55968.125
s15,12,27292,317.918,1079655.412,7.778,46491.902
s15,12,27293,315.665,962804.677,7.778,37079.223
s15,13,27294,35.508,1453369.901,7.778,33137.39
s356,11,27689,18.51,15398626.49,70.87,33123.586
s356,11,27690,258.681,1876839.337,70.87,36863.953
s356,11,27691,224.057,2124207.862,70.87,48503.242
s356,11,27692,397.119,1656174.62,70.87,56132.47
s356,10,27693,397.119,1709654.103,70.87,64858.54
s356,10,27694,397.119,1753826.437,70.87,72723.36
s356,10,27695,119.102,2575595.017,74.132,77201.72
s14,12,27768,397.119,1275763.195,28.227,59548.504
s14,12,27769,397.119,1191936.045,28.227,51254.94
s15,12,27770,397.119,1070364.945,28.227,41934.832
s15,12,27771,206.26,984179.066,7.778,34839.035
s356,11,28167,107.18,3333465.7,70.87,34155.387
s356,11,28168,59.266,5401824.968,70.87,38038.535
s356,11,28169,264.984,1961798.122,70.87,52462.652
s356,11,28170,397.119,1682820.953,70.87,60227.973
s356,10,28171,397.119,1742119.253,70.87,69900.695
s356,10,28172,397.119,1789587.27,70.87,79355.88
s356,10,28173,126.232,3272091.775,70.87,85024.4
s14,12,28246,397.119,1227597.012,28.227,51894.09
s14,12,28247,397.119,1108674.345,28.227,44659.926
s14,12,28248,364.378,1029178.323,28.227,37094.754
s15,12,28249,30.916,2018281.797,28.227,33128.965
s356,11,28644,100.649,3488241.571,70.87,33657.03
s356,11,28645,55.472,5678762.644,70.87,34459.31
s356,11,28646,103.045,3530537.566,70.87,46908.04
s356,11,28647,295.301,1894897.197,70.87,58171.87
s356,11,28648,397.119,1715731.187,70.87,65588.52
s356,10,28649,397.119,1766758.787,70.87,74582.32
s356,10,28650,397.119,1811828.787,70.87,83953.63
s356,10,28651,174.631,2706985.88,70.87,91062.79
s14,12,28723,397.119,1224182.151,12.9,53462.996
s14,12,28724,397.119,1115971.201,12.9,44752.63
s14,12,28725,368.884,996156.771,8.806,37319.703
s14,12,28726,92.378,1288019.073,28.227,33947.28
s356,11,29120,69.676,2365311.445,38.402,33151.027
s356,11,29121,197.989,2171014.86,70.87,34699.523
s356,11,29122,209.198,2117314.567,70.87,36227.742
s356,11,29123,148.848,2736124.125,70.87,48339.805
s356,11,29124,150.189,2735237.837,70.87,50817.324
s356,11,29125,333.205,1826530.735,70.87,63324.93
s356,10,29126,397.119,1751637.753,70.87,71695.055
s356,10,29127,397.119,1797300.253,70.87,80379.43
s356,10,29128,397.119,1835632.237,70.87,89152.84
s356,10,29129,186.296,2630187.006,70.87,95805.64
s14,12,29201,397.119,1170183.318,12.9,48799.17
s14,12,29202,396.805,1038578.267,12.9,39068.527
s14,12,29203,99.736,1127335.195,12.9,33815.89
s356,12,29596,53.02,2891876.966,34.806,33434.316
s356,12,29597,322.453,1151681.452,38.402,37365.625
s356,11,29598,397.119,1114775.98,38.402,39279.316
s356,11,29599,362.125,1605728.033,70.87,41350.617
s356,11,29600,42.068,7312751.914,70.87,45026.31
s356,11,29601,355.337,1715937.183,70.87,53632.125
s356,11,29602,115.765,3314804.621,70.87,57496.08
s356,11,29603,362.438,1791742.856,70.87,68808.664
s356,10,29604,397.119,1780067.237,70.87,77122.555
s356,10,29605,397.119,1828332.803,70.87,86226.555
s356,10,29606,397.119,1859659.87,70.87,95158.91
s356,10,29607,230.018,2380394.272,70.87,102232.2
s14,12,29679,213.904,1188520.45,12.9,45629.91
s14,12,29680,263.073,997860.11,12.9,36393.22
s356,12,30073,92.663,2969884.296,52.04,34029.574
s356,12,30074,353.625,1384691.593,52.04,36883.516
s356,11,30075,397.119,1372647.65,52.04,43562.957
s356,11,30076,397.119,1191242.18,38.402,49503.85
s356,11,30077,164.421,1589296.249,38.402,49828.01
s356,11,30078,196.421,2349237.791,70.87,57789.27
s356,11,30079,397.119,1680881.02,70.87,61397.188
s356,11,30080,87.586,4109887.593,70.87,65638.92
s356,11,30081,389.704,1772764.037,70.87,75395.6
s356,10,30082,397.119,1810865.253,70.87,83300.96
s356,10,30083,397.119,1851040.103,70.87,91831.19
s356,10,30084,397.119,1887893.637,70.87,100759.22
s356,10,30085,246.274,2327191.041,70.87,108126.01
s14,12,30157,249.697,1103699.422,12.9,40343.23
s14,12,30158,58.438,1220698.597,12.9,34039.746
s216,12,30455,23.216,4996687.479,12.257,38306.508
s356,12,30551,344.613,1409636.986,52.04,37030.832
s356,12,30552,397.119,1384301.983,52.04,44454.93
